"","X","date","latitude","longitude","name","life.stage","occurrence","count","SL.length.mm","distance.surveyed.m","main.method","total.shocking.time.min","salinity.ppt","pH","DO.mg.L","turbidity","water.temp.C","substrate","mud.silt","sand","gravel","cobble","boulder","width.m","depth.cm","gradient","habitat","edgewater","riffle","run","pool","glide","flatwater","mean.monthly.flow.cfs","flow.cfs","source","FL.length.mm","carapace.length.mm","weight.g"
"2032",401,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2033",402,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2034",403,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2035",404,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2036",405,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2037",406,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2038",407,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2039",408,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2040",409,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2041",410,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2042",411,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2043",412,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2044",413,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2045",414,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2046",415,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2047",416,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2048",417,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2049",418,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2050",419,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2051",420,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2052",421,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2053",422,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2054",423,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2055",424,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2056",425,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2057",426,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2058",427,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2059",428,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2060",429,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2061",430,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2062",431,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2063",432,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2064",433,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2065",434,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2066",435,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2067",436,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2068",437,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2069",438,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2070",439,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2071",440,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2072",441,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2073",442,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2074",443,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2075",444,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2076",445,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2077",446,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2078",447,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2079",448,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2080",449,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2081",450,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2082",451,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2083",452,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2084",453,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2085",454,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2086",455,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2087",456,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2088",457,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2089",458,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
"2090",459,"2010-08-28",34.273757,-117.748851,"rainbow trout",NA,1,148,149.86,79.61376,"snorkel",NA,NA,NA,NA,NA,20,"cobble gravel",NA,NA,NA,NA,NA,7.7724,30.48,NA,"riffle  ",NA,0.2,NA,0.2,NA,0.8,NA,NA,"East Fork San Gabriel River 2010  Summary Report, State of CA, Natural Resources Agency, Dept of Fish and Game, Heritage and Wild Trout Program. Jeff Weaver and Stephanie Mehalick.",NA,NA,NA
